Depth,TVD,DX,DY,PERM,POR,SW,AC,CAL,CNL,DEN,GR,KTH,PE,RT,RXO,SH
4624.625,4622.76,62.098,-59.337,0.019,1.658,10.75,45.804,9.867,5.597,2.756,25.98,15.798,-9999,6880.944,5606.408,3.799
4624.75,4622.885,62.102,-59.337,0.026,1.824,10.531,45.78,9.882,5.686,2.764,27.975,16.005,-9999,6001.73,5095.632,3.894
4624.875,4623.01,62.107,-59.337,0.019,1.67,12.191,45.73,9.903,5.674,2.772,28.293,16.215,-9999,5307.479,4576.297,3.99
4625,4623.135,62.111,-59.337,0.014,1.528,13.938,45.637,9.885,5.558,2.783,27.517,16.112,-9999,4808.963,4210.426,3.942
4625.125,4623.26,62.115,-59.337,0.009,1.343,16.332,45.477,9.794,5.344,2.796,26.998,16.274,-9999,4488.356,4068.492,4.017
4625.25,4623.385,62.12,-59.336,0.006,1.157,19.265,45.333,9.651,5.117,2.801,27.331,17.358,-9999,4269.653,4063.504,4.517
4625.375,4623.51,62.124,-59.336,0.002,0.81,27.454,45.291,9.488,4.904,2.788,28.596,19.565,-9999,4084.423,4097.592,5.555
4625.5,4623.634,62.128,-59.335,0,0.36,58.647,45.34,9.337,4.66,2.768,30.521,22.429,-9999,4078.284,3904.05,6.946
4625.625,4623.759,62.132,-59.335,0,0.001,100,45.474,9.216,4.376,2.754,33.177,25.476,-9999,4029.12,3796.762,8.48
4625.75,4623.884,62.136,-59.335,0,0.001,100,45.474,9.149,4.085,2.755,36.991,28.207,-9999,4017.028,3820.903,9.905
4625.875,4624.009,62.14,-59.334,0,0.001,100,45.595,9.125,3.923,2.759,40.931,30.062,-9999,3979.311,3806.363,10.9
4626,4624.134,62.144,-59.334,0,0.001,100,45.597,9.115,3.968,2.758,43.967,31.407,-9999,3751.463,3535.553,11.636
4626.125,4624.259,62.148,-59.333,0,0.001,100,45.533,9.099,4.233,2.758,46.214,33.132,-9999,3216.62,2924.429,12.598
4626.25,4624.384,62.153,-59.333,0,0.085,100,45.486,9.078,4.614,2.76,48.603,35.563,-9999,2554.586,2223.521,13.988
4626.375,4624.509,62.157,-59.332,0,0.083,100,45.448,9.059,5.014,2.761,51.098,38.399,-9999,1962.291,1643.599,15.664
4626.5,4624.634,62.161,-59.332,0,0.081,100,45.677,9.051,5.352,2.759,52.403,40.255,-9999,1575.493,1294.516,16.792
4626.625,4624.759,62.165,-59.332,0,0.08,100,45.813,9.054,5.625,2.757,52.629,41.169,-9999,1350.894,1105.052,17.358
4626.75,4624.884,62.169,-59.331,0,0.079,100,45.962,9.066,5.778,2.763,52.678,41.819,-9999,1258.914,1039.7,17.763
4626.875,4625.009,62.173,-59.331,0,0.079,100,46.012,9.085,5.808,2.775,52.607,42.337,-9999,1266.349,1065.071,18.089
4627,4625.134,62.177,-59.33,0,0.079,100,45.92,9.105,5.858,2.788,51.615,42.026,-9999,1329.001,1138.139,17.893
4627.125,4625.259,62.181,-59.33,0,0.079,100,45.92,9.124,6.071,2.793,49.537,40.622,-9999,1420.675,1234.208,17.019
4627.25,4625.383,62.186,-59.33,0,0.08,100,45.781,9.141,6.357,2.789,47.281,38.733,-9999,1541.632,1357.38,15.865
4627.375,4625.508,62.19,-59.329,0,0.081,100,45.653,9.155,6.508,2.783,45.282,36.603,-9999,1709.869,1526.083,14.596
4627.5,4625.633,62.194,-59.329,0,0.082,100,45.583,9.16,6.453,2.781,43.336,34.077,-9999,1943.7,1757.57,13.134
4627.625,4625.758,62.198,-59.328,0,0.083,100,45.52,9.158,6.318,2.787,41.26,31.609,-9999,2240.644,2052.019,11.748
4627.75,4625.883,62.202,-59.328,0,0.085,100,45.455,9.15,6.16,2.805,39.193,29.758,-9999,2582.089,2389.336,10.736
4627.875,4626.008,62.206,-59.327,0,0.001,100,45.21,9.143,5.856,2.81,37.807,28.91,-9999,2908.088,2700.664,10.28
4628,4626.133,62.21,-59.327,0,0.001,100,45.128,9.137,5.688,2.805,37.661,29.172,-9999,3133.821,2896.338,10.42
4628.125,4626.258,62.214,-59.327,0,0.001,100,45.062,9.125,5.556,2.793,38.73,30.596,-9999,3190.072,2911.603,11.191
4628.25,4626.383,62.218,-59.326,0,0.001,100,45.094,9.109,5.424,2.784,40.216,32.419,-9999,3048.239,2736.939,12.198
4628.375,4626.508,62.223,-59.326,0,0.084,100,45.124,9.091,5.328,2.777,41.717,34.14,-9999,2788.591,2466.165,13.17
4628.5,4626.633,62.227,-59.325,0,0.083,100,45.229,9.083,5.349,2.772,43.409,36,-9999,2492.662,2182.722,14.243
4628.625,4626.758,62.231,-59.325,0,0.082,100,45.387,9.087,5.456,2.774,45.731,38.303,-9999,2228.56,1945.585,15.606
4628.75,4626.883,62.235,-59.325,0,0.08,100,45.474,9.105,5.484,2.784,48.386,40.692,-9999,2009.895,1764.783,17.062
4628.875,4627.008,62.239,-59.324,0,0.079,100,45.457,9.14,5.347,2.8,50.156,42.232,-9999,1865.918,1676.925,18.023
4629,4627.133,62.243,-59.324,0,0.079,100,45.399,9.19,5.164,2.814,49.348,41.14,-9999,1863.29,1750.944,17.34
4629.125,4627.257,62.247,-59.323,0,0.082,100,45.317,9.237,4.963,2.822,45.677,36.565,-9999,2047.456,2043.935,14.574
4629.25,4627.382,62.251,-59.323,0,0.001,100,45.02,9.253,4.633,2.824,40.314,29.551,-9999,2810.596,2596.364,10.624
4629.375,4627.507,62.256,-59.322,0,0.001,100,44.919,9.236,4.234,2.821,35.718,23.763,-9999,4389.223,3558.951,7.611
4629.5,4627.632,62.26,-59.322,0,0.023,100,44.826,9.196,3.956,2.812,33.05,20.908,-9999,6278.854,4880.356,6.202
4629.625,4627.757,62.264,-59.322,0,0.095,100,44.75,9.163,3.966,2.803,33.265,20.825,-9999,7238.2,5773.587,6.161
4629.75,4627.882,62.268,-59.321,0,0.062,100,44.753,9.157,4.176,2.8,35.093,21.893,-9999,6822.106,5777.705,6.682
4629.875,4628.007,62.272,-59.321,0,0.035,100,44.76,9.182,4.469,2.806,36.887,23.067,-9999,5590.086,5081.753,7.263
4630,4628.132,62.276,-59.32,0,0.043,100,44.87,9.217,4.722,2.817,37.189,23.759,-9999,4611.734,4353.388,7.609
4630.125,4628.257,62.28,-59.32,0,0.082,100,45.048,9.226,4.898,2.827,36.107,24.047,-9999,4202.201,3954.939,7.754
4630.25,4628.382,62.284,-59.32,0,0.109,100,45.201,9.195,5.043,2.827,34.707,24.377,-9999,4227.099,3889.607,7.92
4630.375,4628.507,62.289,-59.319,0,0.132,100,45.3,9.143,5.251,2.82,34.284,24.991,-9999,4454.789,4026.126,8.232
4630.5,4628.632,62.293,-59.319,0,0.15,100,45.473,9.097,5.508,2.809,34.986,25.897,-9999,4564.196,4143.72,8.697
4630.625,4628.757,62.297,-59.318,0,0.09,100,45.537,9.065,5.715,2.8,36.718,27.399,-9999,4264.287,3996.632,9.479
4630.75,4628.882,62.301,-59.318,0,0.001,100,45.597,9.047,5.81,2.796,38.991,29.081,-9999,3652.744,3572.974,10.371
4630.875,4629.006,62.305,-59.318,0,0.001,100,45.657,9.043,5.801,2.796,41.593,30.854,-9999,3016.389,3056.235,11.332
4631,4629.131,62.309,-59.317,0,0.085,100,45.736,9.048,5.675,2.799,43.765,32.528,-9999,2570.921,2635.545,12.259
4631.125,4629.256,62.313,-59.317,0,0.084,100,45.742,9.055,5.425,2.803,44.664,33.408,-9999,2312.715,2363.649,12.754
4631.25,4629.381,62.317,-59.316,0,0.084,100,45.754,9.061,5.132,2.807,44.796,33.657,-9999,2197.967,2220.136,12.895
4631.375,4629.506,62.322,-59.316,0,0.085,100,45.67,9.065,5.004,2.811,44.658,33.834,-9999,2203.856,2186.353,12.995
4631.5,4629.631,62.326,-59.315,0,0.085,100,45.49,9.067,5.119,2.814,43.6,33.172,-9999,2305.06,2240.291,12.621
4631.625,4629.756,62.33,-59.315,0,0.001,100,45.288,9.068,5.352,2.814,40.968,30.692,-9999,2496.635,2377.175,11.243
4631.75,4629.881,62.334,-59.315,0,0.001,100,45.146,9.072,5.434,2.811,37.581,27.33,-9999,2774.719,2581.008,9.442
4631.875,4630.006,62.338,-59.314,0,0.133,100,44.857,9.077,5.301,2.81,35.016,24.979,-9999,3120.179,2832.091,8.226
4632,4630.131,62.342,-59.314,0,0.188,100,44.749,9.077,5.093,2.814,33.984,24.172,-9999,3447.001,3080.897,7.817
4632.125,4630.256,62.346,-59.313,0,0.12,100,44.681,9.07,4.962,2.822,34.147,24.334,-9999,3582.604,3206.317,7.899
4632.25,4630.381,62.35,-59.313,0,0.002,100,44.631,9.06,4.939,2.825,34.904,25.128,-9999,3456.313,3131.138,8.302
4632.375,4630.506,62.354,-59.313,0,0.001,100,44.621,9.053,5.031,2.824,35.811,26.247,-9999,3133.794,2872.352,8.878
4632.5,4630.631,62.359,-59.312,0,0.001,100,44.648,9.049,5.155,2.82,36.745,27.495,-9999,2821.65,2592.584,9.529
4632.625,4630.755,62.363,-59.312,0,0.001,100,44.704,9.043,5.209,2.815,37.762,28.786,-9999,2615.216,2391.65,10.213
4632.75,4630.88,62.367,-59.311,0,0.001,100,44.879,9.033,5.106,2.807,38.929,30.059,-9999,2547.698,2321.098,10.899
4632.875,4631.005,62.371,-59.311,0,0.001,100,45.098,9.026,4.956,2.799,40.19,31.238,-9999,2576.894,2339.963,11.543
4633,4631.13,62.375,-59.31,0,0.001,100,45.3,9.028,4.884,2.792,41.54,32.475,-9999,2644.698,2402.689,12.229
4633.125,4631.255,62.379,-59.31,0,0.001,100,45.431,9.04,4.879,2.787,42.745,33.639,-9999,2612.491,2393.707,12.885
4633.25,4631.38,62.383,-59.31,0,0.085,100,45.706,9.053,4.876,2.784,43.592,34.495,-9999,2400.644,2239.115,13.373
4633.375,4631.505,62.387,-59.309,0,0.084,100,45.837,9.059,4.946,2.782,44.404,35.278,-9999,2024.673,1941.01,13.823
4633.5,4631.63,62.392,-59.309,0,0.083,100,45.915,9.059,5.22,2.783,45.415,36.399,-9999,1632.643,1613.917,14.476
4633.625,4631.755,62.396,-59.308,0,0.082,100,45.972,9.057,5.619,2.787,45.789,37.025,-9999,1355.609,1338.641,14.845
4633.75,4631.88,62.4,-59.308,0,0.082,100,46.014,9.054,5.895,2.792,44.444,35.73,-9999,1213.995,1188.606,14.086
4633.875,4632.005,62.404,-59.308,0,0.083,100,46.031,9.05,5.884,2.794,42.081,33.27,-9999,1170.184,1144.932,12.676
4634,4632.13,62.408,-59.307,0,0.085,100,46.036,9.043,5.665,2.79,40.334,31.61,-9999,1176.415,1146.735,11.748
4634.125,4632.255,62.412,-59.307,0,0.001,100,46.023,9.035,5.428,2.784,40.623,32.227,-9999,1171.213,1127.569,12.091
4634.25,4632.38,62.416,-59.306,0,0.084,100,46.007,9.027,5.355,2.78,42.041,34.068,-9999,1124.491,1064.284,13.128
4634.375,4632.505,62.42,-59.306,0,0.083,100,45.999,9.018,5.494,2.779,43.136,35.576,-9999,1057.06,982.876,13.996
4634.5,4632.629,62.425,-59.305,0,0.083,100,46.004,9.008,5.726,2.781,43.094,35.873,-9999,1020.313,935.894,14.169
4634.625,4632.754,62.429,-59.305,0,0.083,100,46.073,8.999,5.808,2.787,42.246,35.374,-9999,1048.644,959.284,13.879
4634.75,4632.879,62.433,-59.305,0,0.083,100,46.229,8.996,5.626,2.796,40.985,34.361,-9999,1186.562,1101.328,13.296
4634.875,4633.004,62.437,-59.304,0,0.084,100,46.417,9.002,5.3,2.799,39.915,33.301,-9999,1458.259,1366.359,12.693
4635,4633.129,62.441,-59.304,0,0.085,100,46.568,9.012,5.044,2.792,40.41,33.349,-9999,1714.938,1580.1,12.72
4635.125,4633.254,62.445,-59.303,0,0.084,100,46.92,9.02,5.022,2.775,44.687,35.864,-9999,1710.165,1511.765,14.164
4635.25,4633.379,62.449,-59.303,0,0.081,100,47.241,9.021,5.226,2.759,52.439,40.546,-9999,1366.07,1144.446,16.972
4635.375,4633.504,62.453,-59.303,0,0.078,100,47.59,9.011,5.515,2.75,60.139,45.624,-9999,890.794,707.702,20.205
4635.5,4633.629,62.458,-59.302,0,0.1,100,48.149,9,5.728,2.75,63.675,49.187,-9999,550.411,433.885,22.597
4635.625,4633.754,62.462,-59.302,0,0.1,100,48.827,8.994,5.797,2.751,62.973,50.354,-9999,398.042,325.143,23.404
4635.75,4633.879,62.466,-59.301,0,0.1,100,49.442,8.996,5.772,2.753,61.181,50.685,-9999,350.102,294.614,23.635
4635.875,4634.004,62.47,-59.301,0,0.1,100,49.781,9.007,5.783,2.754,61.839,52.922,-9999,343.924,292.712,25.22
4636,4634.129,62.474,-59.301,0,0.1,100,49.735,9.017,5.857,2.76,64.344,56.925,-9999,349.067,297.31,28.167
4636.125,4634.254,62.478,-59.3,0,0.1,100,49.341,9.021,5.996,2.772,66.295,60.063,-9999,350.908,297.261,30.581
4636.25,4634.378,62.482,-59.3,0,0.1,100,49.313,9.018,6.194,2.789,65.077,59.294,-9999,346.762,293.563,29.981
4636.375,4634.503,62.486,-59.299,0,0.1,100,48.641,9.021,6.419,2.806,60.632,54.537,-9999,352.682,301.772,26.391
4636.5,4634.628,62.49,-59.299,0,0.1,100,47.981,9.033,6.51,2.821,54.102,46.154,-9999,387.68,338.655,20.554
4636.625,4634.753,62.495,-59.298,0,0.079,100,47.5,9.051,6.225,2.829,47.844,37.693,-9999,460.289,410.645,15.241
4636.75,4634.878,62.499,-59.298,0,0.084,100,47.037,9.068,5.683,2.832,43.511,32.539,-9999,552.541,498.146,12.265
4636.875,4635.003,62.503,-59.298,0,0.001,100,46.486,9.078,5.223,2.829,42.296,31.45,-9999,613.862,550.974,11.66
4637,4635.128,62.507,-59.297,0,0.001,100,46.016,9.077,5.055,2.826,43.629,32.488,-9999,572.109,511.43,12.237
4637.125,4635.253,62.511,-59.297,0,0.084,100,45.714,9.075,5.113,2.821,45.342,33.926,-9999,507.168,455.496,13.048
4637.25,4635.378,62.515,-59.296,0,0.084,100,45.574,9.069,5.258,2.818,44.859,34.208,-9999,468.125,428,13.208
4637.375,4635.503,62.519,-59.296,0,0.084,100,45.498,9.059,5.439,2.818,42.202,33.144,-9999,476.071,446.631,12.605
4637.5,4635.628,62.523,-59.296,0,0.085,100,45.414,9.044,5.603,2.819,39.275,31.543,-9999,529.581,510.318,11.711
4637.625,4635.753,62.528,-59.295,0,0.001,100,45.412,9.031,5.643,2.816,37.868,30.444,-9999,620.198,608.75,11.108
4637.75,4635.878,62.532,-59.295,0,0.001,100,45.29,9.024,5.573,2.81,37.449,29.88,-9999,721.678,713.853,10.802
4637.875,4636.003,62.536,-59.294,0,0.001,100,45.194,9.023,5.516,2.801,37.391,29.527,-9999,809.137,802.065,10.611
4638,4636.127,62.54,-59.294,0,0.001,100,45.175,9.022,5.538,2.792,37.183,28.855,-9999,860.506,856.413,10.25
4638.125,4636.252,62.544,-59.293,0,0.001,100,45.182,9.016,5.538,2.786,36.504,27.56,-9999,880.498,882.239,9.563
4638.25,4636.377,62.548,-59.293,0,0.079,100,45.248,9.009,5.414,2.786,35.486,25.917,-9999,882.563,888.587,8.707
4638.375,4636.502,62.552,-59.293,0,0.147,100,45.354,9.005,5.19,2.789,35.146,25.037,-9999,877.214,882.812,8.256
4638.5,4636.627,62.556,-59.292,0,0.015,100,45.442,9.009,4.963,2.793,36.205,25.427,-9999,867.968,872.864,8.455
4638.625,4636.752,62.561,-59.292,0,0.001,100,45.533,9.017,4.815,2.798,38.206,26.798,-9999,868.645,877.783,9.164
4638.75,4636.877,62.565,-59.291,0,0.001,100,45.738,9.022,4.777,2.801,39.6,28.063,-9999,882.418,893.62,9.829
4638.875,4637.002,62.569,-59.291,0,0.001,100,46.05,9.016,4.846,2.802,39.811,28.634,-9999,871.36,873.836,10.132
4639,4637.127,62.573,-59.291,0,0.001,100,46.05,8.998,5.019,2.797,40.157,29.232,-9999,773.852,759.022,10.452
4639.125,4637.252,62.577,-59.29,0,0.001,100,46.365,8.984,5.214,2.786,42.729,31.749,-9999,614.996,589.135,11.825
4639.25,4637.377,62.581,-59.29,0,0.084,100,46.549,8.984,5.376,2.774,47.646,36.208,-9999,460.705,435.703,14.364
4639.375,4637.502,62.585,-59.289,0,0.081,100,46.587,8.997,5.568,2.767,51.827,39.819,-9999,375.309,356.612,16.525
4639.5,4637.627,62.589,-59.289,0,0.08,100,46.599,9.01,5.896,2.768,52.747,40.347,-9999,349.13,334.506,16.849
4639.625,4637.752,62.594,-59.288,0,0.08,100,46.569,9.013,6.293,2.777,50.174,37.979,-9999,369.267,355.93,15.412
4639.75,4637.876,62.598,-59.288,0,0.082,100,46.562,9.001,6.447,2.788,46.218,34.465,-9999,431.625,416.448,13.355
4639.875,4638.001,62.602,-59.288,0,0.083,100,46.645,8.976,6.27,2.794,43.105,31.768,-9999,520.999,497.835,11.836
4640,4638.126,62.606,-59.287,0,0.085,100,46.934,8.943,5.88,2.79,42.273,31.069,-9999,597.068,558.131,11.45
4640.125,4638.251,62.61,-59.287,0,0.001,100,47.656,8.909,5.456,2.78,43.897,32.513,-9999,606.027,551.32,12.251
4640.25,4638.376,62.614,-59.286,0,0.084,100,47.725,8.882,5.048,2.767,48.146,36.335,-9999,538.402,477.176,14.439
4640.375,4638.501,62.618,-59.286,0,0.08,100,48.707,8.869,4.672,2.753,55.583,44.104,-9999,424.39,369.89,19.216
4640.5,4638.626,62.622,-59.286,0,0.1,100,49.845,8.864,4.358,2.737,65.147,54.727,-9999,320.148,277.844,26.531
4640.625,4638.751,62.627,-59.285,0,0.1,100,50.748,8.865,4.16,2.723,74.918,65.403,-9999,246.484,215.972,34.908
4640.75,4638.876,62.631,-59.285,0,0.1,100,51.035,8.87,4.15,2.718,81.417,71.962,-9999,210.767,189.344,40.626
4640.875,4639.001,62.635,-59.284,0,0.1,100,51.143,8.88,4.231,2.725,83.382,73.972,-9999,206.524,192.04,42.473
4641,4639.126,62.639,-59.284,0,0.1,100,51,8.893,4.261,2.741,80.313,71.396,-9999,237.54,227.66,40.114
4641.125,4639.251,62.643,-59.284,0,0.1,100,49.461,8.905,4.17,2.76,71.892,63.465,-9999,316.523,308.62,33.305
4641.25,4639.376,62.647,-59.283,0,0.1,100,48.631,8.91,4.097,2.778,60.503,52.15,-9999,443.349,432.628,24.668
4641.375,4639.501,62.651,-59.283,0,0.08,100,47.543,8.908,4.204,2.789,49.543,41.097,-9999,598.105,574.707,17.313
4641.5,4639.626,62.655,-59.282,0,0.084,100,46.593,8.899,4.457,2.792,42.793,34.66,-9999,712.105,666.539,13.467
4641.625,4639.75,62.659,-59.282,0,0.001,100,46.565,8.887,4.672,2.786,41.596,33.555,-9999,735.245,668.373,12.837
4641.75,4639.875,62.664,-59.281,0,0.084,100,46.325,8.878,4.748,2.774,46.484,37.971,-9999,656.985,582.693,15.407
4641.875,4640,62.668,-59.281,0,0.079,100,46.785,8.87,4.829,2.759,55.333,46.379,-9999,541.728,474.712,20.703
4642,4640.125,62.672,-59.281,0,0.1,100,47.782,8.863,5.027,2.742,64.937,55.745,-9999,440.327,386.293,27.283
4642.125,4640.25,62.676,-59.28,0,0.1,100,48.597,8.856,5.314,2.723,72.553,62.995,-9999,369.174,325.64,32.922
4642.25,4640.375,62.68,-59.28,0,0.1,100,49.356,8.85,5.573,2.709,78.537,68.613,-9999,315.646,279.126,37.649
4642.375,4640.5,62.684,-59.279,0,0.1,100,50.133,8.847,5.84,2.7,83.905,73.721,-9999,274.346,242.715,42.24
4642.5,4640.625,62.688,-59.279,0,0.1,100,51.377,8.847,6.199,2.699,87.498,77.354,-9999,246.629,218.021,45.684
4642.625,4640.75,62.692,-59.279,0,0.1,100,51.703,8.849,6.531,2.702,88.369,78.705,-9999,229.309,202.316,47.005
4642.75,4640.875,62.697,-59.278,0,0.1,100,51.967,8.854,6.674,2.707,87.179,78.352,-9999,221.381,195.033,46.657
4642.875,4641,62.701,-59.278,0,0.1,100,52.1,8.864,6.595,2.716,86.253,78.083,-9999,223.578,196.836,46.394
4643,4641.125,62.705,-59.277,0,0.1,100,52.098,8.874,6.411,2.723,86.23,78.329,-9999,235.422,207.139,46.635
4643.125,4641.25,62.709,-59.277,0,0.1,100,52.09,8.88,6.243,2.731,86.084,78.113,-9999,255.895,225.257,46.423
4643.25,4641.375,62.713,-59.276,0,0.1,100,52.019,8.883,6.13,2.73,85.032,76.821,-9999,281.502,248.164,45.169
4643.375,4641.5,62.717,-59.276,0,0.1,100,51.936,8.88,6.088,2.725,83.933,75.527,-9999,306.513,270.54,43.933
4643.5,4641.625,62.721,-59.276,0,0.1,100,51.877,8.876,6.058,2.718,83.586,75.146,-9999,322.616,285.009,43.572
4643.625,4641.75,62.725,-59.275,0,0.1,100,51.817,8.871,6.038,2.716,84.199,75.693,-9999,326.954,289.435,44.09
4643.75,4641.875,62.73,-59.275,0,0.1,100,51.601,8.869,5.996,2.711,84.973,76.364,-9999,322.872,286.994,44.73
4643.875,4642,62.734,-59.274,0,0.1,100,51.475,8.867,6.052,2.712,84.199,75.507,-9999,317.744,285.08,43.914
4644,4642.125,62.738,-59.274,0,0.1,100,51.323,8.86,6.127,2.716,81.893,72.763,-9999,322.762,294.988,41.357
4644.125,4642.25,62.742,-59.274,0,0.1,100,51.118,8.849,5.88,2.721,79.241,69.101,-9999,349.396,327.61,38.075
4644.25,4642.374,62.746,-59.273,0,0.1,100,50.894,8.837,5.472,2.726,78.108,66.301,-9999,402.743,386.424,35.664
4644.375,4642.499,62.75,-59.273,0,0.1,100,50.609,8.832,5.107,2.723,78.544,64.485,-9999,475.633,464.409,34.144
4644.5,4642.624,62.754,-59.272,0,0.1,100,50.188,8.834,4.919,2.715,79.325,63.016,-9999,564.328,557.809,32.939
4644.625,4642.749,62.758,-59.272,0,0.1,100,49.605,8.839,4.961,2.71,78.724,60.8,-9999,663.07,659.912,31.161
4644.75,4642.874,62.763,-59.271,0,0.1,100,49.03,8.846,5.136,2.713,75.681,56.332,-9999,767.076,768.74,27.721
4644.875,4642.999,62.767,-59.271,0,0.1,100,48.602,8.856,5.293,2.728,69.527,49.509,-9999,890.547,906.569,22.819
4645,4643.124,62.771,-59.271,0,0.078,100,48.244,8.865,5.386,2.748,61.641,43.625,-9999,1067.136,1108.514,18.908
4645.125,4643.249,62.775,-59.27,0,0.08,100,47.391,8.872,5.494,2.766,54.219,40.129,-9999,1306.061,1370.423,16.715
4645.25,4643.374,62.779,-59.27,0,0.081,100,47.155,8.872,5.65,2.779,49.291,37.968,-9999,1548.475,1605.499,15.406
4645.375,4643.499,62.783,-59.269,0,0.082,100,47.036,8.863,5.692,2.788,47.12,36.594,-9999,1653.76,1665.909,14.591
4645.5,4643.624,62.787,-59.269,0,0.082,100,47.016,8.847,5.559,2.788,47.799,37.146,-9999,1533.846,1484.704,14.916
4645.625,4643.749,62.791,-59.269,0,0.081,100,47.24,8.827,5.345,2.778,52.296,40.903,-9999,1211.416,1125.775,17.192
4645.75,4643.874,62.795,-59.268,0,0.1,100,47.571,8.811,5.139,2.763,60.497,48.058,-9999,861.232,773.813,21.828
4645.875,4643.999,62.8,-59.268,0,0.1,100,48.135,8.806,4.949,2.753,71.604,57.724,-9999,595.877,527.029,28.773
4646,4644.123,62.804,-59.267,0,0.1,100,49.115,8.814,4.798,2.748,83.536,66.456,-9999,434.65,383.053,35.795
4646.125,4644.248,62.808,-59.267,0,0.1,100,50.081,8.827,4.728,2.744,93.583,72.355,-9999,334.644,294.862,40.984
4646.25,4644.373,62.812,-59.267,0,0.1,100,50.628,8.836,4.832,2.736,99.062,74.866,-9999,281.735,250.189,43.309
4646.375,4644.498,62.816,-59.266,0,0.1,100,50.861,8.842,5.132,2.726,99.466,74.791,-9999,267.719,239.747,43.238
4646.5,4644.623,62.82,-59.266,0,0.1,100,50.751,8.848,5.557,2.727,96.21,71.727,-9999,280.134,250.627,40.413
4646.625,4644.748,62.824,-59.265,0,0.1,100,50.352,8.853,6.027,2.73,90.098,66.776,-9999,302.122,265.197,36.067
4646.75,4644.873,62.828,-59.265,0,0.1,100,49.972,8.857,6.423,2.728,82.224,61.651,-9999,304.166,258.764,31.838
4646.875,4644.998,62.833,-59.264,0,0.1,100,49.584,8.857,6.681,2.726,73.943,56.705,-9999,273.428,224.562,28.001
4647,4645.123,62.837,-59.264,0,0.1,100,49.342,8.852,6.759,2.727,67.33,52.215,-9999,221.45,176.713,24.714
4647.125,4645.248,62.841,-59.264,0,0.1,100,49.249,8.843,6.653,2.732,63.231,49.105,-9999,180.584,141.529,22.541
4647.25,4645.373,62.845,-59.263,0,0.1,100,49.349,8.834,6.458,2.734,62.013,48.11,-9999,162.421,126.227,21.863
4647.375,4645.498,62.849,-59.263,0,0.1,100,50.156,8.834,6.423,2.723,65.431,51.327,-9999,163.015,126.624,24.085
4647.5,4645.623,62.853,-59.262,0,0.1,100,51.555,8.84,6.72,2.702,74.619,60.594,-9999,174.699,135.671,30.998
4647.625,4645.748,62.857,-59.262,0,0.1,100,52.97,8.863,7.429,2.683,88.625,74.128,-9999,185.741,141.849,42.618
4647.75,4645.873,62.861,-59.262,0,0.1,100,54.587,8.904,8.415,2.677,101.888,85.412,-9999,173.471,128.288,53.895
4647.875,4645.997,62.866,-59.261,0,0.1,100,55.188,8.949,9.534,2.686,110.156,91.257,-9999,135.808,97.051,60.379
4648,4646.122,62.87,-59.261,0,0.1,100,54.877,8.979,10.755,2.715,110.422,90.9,-9999,92.004,65.091,59.97
4648.125,4646.247,62.874,-59.26,0,0.1,100,54.25,8.996,11.858,2.761,102.018,82.254,-9999,65.715,48.081,50.58
4648.25,4646.372,62.878,-59.26,0,0.1,100,53.477,9.007,12.124,2.815,85.699,65.801,-9999,59.583,46.249,35.242
4648.375,4646.497,62.882,-59.259,0,0.1,100,52.18,9.019,10.872,2.855,64.952,47.703,-9999,89.539,78.75,21.588
4648.5,4646.622,62.886,-59.259,0,0.1,100,50.976,9.026,8.995,2.87,47.93,34.862,-9999,228.396,209.616,13.583
4648.625,4646.747,62.89,-59.259,0.001,0.569,100,49.669,9.019,7.331,2.869,38.29,27.871,-9999,521.344,467.338,9.727
4648.75,4646.872,62.894,-59.258,0.001,0.577,85.574,48.133,8.982,6.418,2.857,36.275,26.353,-9999,869.692,757.616,8.933
4648.875,4646.997,62.899,-59.258,0,0.208,100,47.403,8.923,6.07,2.832,38.804,28.399,-9999,1093.987,937.867,10.007
4649,4647.122,62.903,-59.257,0,0.084,100,47.572,8.862,5.962,2.783,45.38,33.885,-9999,1142.402,980.622,13.024
4649.125,4647.247,62.907,-59.257,0,0.08,100,48.477,8.822,5.773,2.715,55.333,43.435,-9999,1114.798,977.69,18.787
4649.25,4647.372,62.911,-59.257,0,0.1,100,49.654,8.803,5.488,2.653,65.67,54.16,-9999,1102.591,993.348,26.116
4649.375,4647.497,62.915,-59.256,0,0.1,100,50.573,8.793,5.282,2.616,73.953,62.86,-9999,1091.741,1005.33,32.812
4649.5,4647.622,62.919,-59.256,0,0.1,100,50.78,8.788,5.32,2.605,80.448,68.884,-9999,1053.226,985.217,37.885
4649.625,4647.746,62.923,-59.255,0,0.1,100,51.669,8.787,5.513,2.606,86.309,74.084,-9999,1000.036,946.246,42.577
