Depth,GR,KTH,CAL,AC,CNL,DEN,RT,RXO,SH,POR,SW,PERM
4749.125,85.313,71.233,8.636,60.802,10.457,2.575,75.672,72.227,39.968,0.01,99.99,0
4749.25,86.812,70.944,8.637,60.818,10.426,2.586,63.763,61.58,39.708,0.01,99.99,0
4749.375,90.566,69.985,8.631,60.818,10.743,2.616,44.629,44.093,38.854,0.01,99.99,0
4749.5,93.026,69.532,8.624,60.689,11.06,2.634,38.896,38.664,38.454,0.01,99.99,0
4749.625,100.215,70.446,8.608,60.545,11.935,2.668,33.771,33.723,39.263,0.01,99.99,0
4749.75,108.9,74.034,8.598,60.323,12.919,2.693,34.185,34.263,42.53,0.01,99.99,0
4749.875,111.757,75.55,8.595,59.805,13.31,2.7,35.783,35.847,43.954,0.01,99.99,0
4750,111.883,75.344,8.593,58.954,13.582,2.703,39.982,39.854,43.759,0.01,99.99,0
4750.125,107.57,72.767,8.596,58.954,13.059,2.694,42.919,42.566,41.36,0.01,99.99,0
4750.25,105.403,71.799,8.602,58.147,12.658,2.689,43.381,42.929,40.478,0.01,99.99,0
4750.375,101.973,71.22,8.616,57.881,11.903,2.679,42.14,41.624,39.956,0.01,99.99,0
4750.5,99.306,71.325,8.625,58.334,11.322,2.673,38.615,38.39,40.05,0.01,99.99,0
4750.625,98.594,71.548,8.626,59.128,11.151,2.672,36.584,36.553,40.251,0.01,99.99,0
4750.75,99.399,73.019,8.625,59.128,11.179,2.67,33.425,33.452,41.591,0.01,99.99,0
4750.875,100.446,73.959,8.623,59.753,11.324,2.668,32.57,32.425,42.461,0.01,99.99,0
4751,102.338,74.813,8.623,60.011,11.614,2.665,32.255,31.688,43.259,0.01,99.99,0
4751.125,103.807,74.318,8.626,60.096,11.844,2.662,33.618,32.827,42.795,0.01,99.99,0
4751.25,104.53,74.029,8.628,60.232,12.005,2.661,34.8,33.922,42.526,0.01,99.99,0
4751.375,105.771,73.87,8.631,60.438,12.392,2.664,37.238,36.13,42.378,0.01,99.99,0
4751.5,105.842,74.191,8.64,60.438,12.582,2.669,38.432,37.193,42.677,0.01,99.99,0
4751.625,104.861,74.583,8.648,60.671,12.598,2.673,38.442,37.225,43.043,0.01,99.99,0
4751.75,101.054,76.146,8.668,60.885,12.657,2.675,37.654,36.639,44.522,0.01,99.99,0
4751.875,97.503,78.218,8.686,61.077,12.754,2.67,36.36,35.677,46.526,0.01,99.99,0
4752,97.045,79.576,8.691,61.217,12.8,2.666,35.973,35.409,47.868,0.01,99.99,0
4752.125,99.535,84.147,8.69,61.217,12.968,2.656,37.236,36.588,52.551,0.01,99.99,0
4752.25,102.629,88.917,8.677,61.272,13.319,2.649,42.302,41.211,57.727,0.01,99.99,0
4752.375,102.286,88.74,8.671,61.243,13.466,2.648,46.022,44.596,57.53,0.01,99.99,0
4752.5,96.502,78.474,8.671,61.128,13.455,2.648,53.476,51.042,46.777,0.01,99.99,0
4752.625,91.961,69.742,8.672,60.915,13.333,2.649,55.546,52.685,38.639,0.855,99.99,0.001
4752.75,84.255,55.911,8.674,60.611,13.062,2.65,53.188,50.545,27.407,3.699,84.134,0.015
4752.875,82.64,52.776,8.716,60.611,12.682,2.653,44.457,43.219,25.115,4.14,80.564,0.024
4753,83.998,53.934,8.768,60.257,12.486,2.655,40.366,39.685,25.951,3.678,98.847,0.014
4753.125,88.635,58.135,8.882,59.908,12.481,2.659,37.327,36.821,29.087,2.695,99.99,0.005
4753.25,91.39,61.1,8.889,59.624,12.681,2.659,42.449,41.453,31.399,2.056,99.99,0.002
4753.375,90.318,60.947,8.844,59.489,12.353,2.656,47.45,45.929,31.278,1.851,99.99,0.002
4753.5,82.244,56.404,8.734,59.489,11.374,2.647,57.168,54.246,27.775,2.253,99.99,0.003
4753.625,71.916,49.358,8.682,59.592,12.138,2.636,57.163,54.023,22.715,4.051,71.965,0.022
4753.75,69.771,47.901,8.684,59.979,13.333,2.632,52.319,49.83,21.722,5.103,56.36,0.075
4753.875,76.785,55.798,8.723,60.598,15.54,2.627,38.53,37.84,27.323,3.958,92.403,0.02
4754,84.416,64.722,8.745,61.318,15.705,2.625,32.614,32.496,34.34,2.451,99.99,0.003
4754.125,97.82,80.726,8.744,62.02,14.932,2.623,26.251,26.22,49.021,0.01,99.99,0
4754.25,101.366,83.847,8.687,62.02,14.82,2.621,25.73,25.176,52.236,0.01,99.99,0
4754.375,99.888,81.348,8.662,62.589,14.847,2.62,26.838,25.978,49.652,0.01,99.99,0
4754.5,95.075,73.805,8.646,62.869,14.532,2.62,30.424,29.145,42.317,1.105,99.99,0.001
4754.625,93.29,68.979,8.65,62.773,14.156,2.626,33.964,32.611,37.968,2.093,99.99,0.002
4754.75,94.53,68.503,8.65,62.442,14.151,2.632,35.053,33.749,37.553,2.103,99.99,0.002
4754.875,99.198,69.808,8.646,62.195,14.565,2.649,35.28,34.171,38.697,1.811,99.99,0.002
4755,102.551,71.816,8.65,62.195,15.116,2.668,33.334,32.556,40.494,1.299,99.99,0.001
4755.125,103.39,72.86,8.654,62.326,15.229,2.675,31.844,31.274,41.445,1.118,99.99,0.001
4755.25,104.785,75.559,8.662,62.89,15.111,2.685,28.297,28.192,43.963,0.787,99.99,0
4755.375,107.054,79.609,8.658,63.691,15.477,2.691,24.95,25.217,47.901,0.215,99.99,0
4755.5,108.496,81.767,8.651,64.429,16.104,2.693,23.859,24.188,50.08,0.1,99.99,0
4755.625,111.467,84.848,8.632,64.429,17.787,2.699,23.342,23.518,53.293,0.01,99.99,0
4755.75,112.64,85.521,8.624,64.75,18.401,2.702,23.752,23.768,54.011,0.01,99.99,0
4755.875,112.515,84.258,8.614,64.422,18.37,2.707,25.045,24.769,52.668,0.01,99.99,0
4756,110.307,81.084,8.614,63.548,16.994,2.704,26.299,25.843,49.384,0.01,99.99,0
4756.125,109.594,79.81,8.616,62.541,16.134,2.701,26.969,26.395,48.101,0.01,99.99,0
4756.25,109.083,78.761,8.617,61.814,14.526,2.688,28.769,27.723,47.06,0.01,99.99,0
4756.375,108.595,78.843,8.615,61.814,13.377,2.67,31.063,29.429,47.141,0.01,99.99,0
4756.5,108.576,79.236,8.615,61.467,13.014,2.66,32.218,30.365,47.53,0.01,99.99,0
4756.625,109.483,80.414,8.626,61.345,12.824,2.639,34.163,32.115,48.707,0.01,99.99,0
4756.75,110.012,80.797,8.649,61.259,13.252,2.623,35.393,33.414,49.093,0.01,99.99,0
4756.875,109.418,80.169,8.656,61.175,13.423,2.62,35.883,33.992,48.461,0.01,99.99,0
4757,107.498,78.3,8.646,61.175,12.922,2.623,37.614,35.743,46.606,0.01,99.99,0
4757.125,104.966,76.263,8.619,61.083,11.616,2.642,41.539,39.097,44.633,0.01,99.99,0
4757.25,102.572,75.062,8.606,60.921,11.01,2.656,44.228,41.426,43.493,0.01,99.99,0
4757.375,95.751,72.464,8.594,60.646,10.172,2.684,49.885,46.946,41.083,0.01,99.99,0
4757.5,92.946,71.673,8.592,60.266,9.853,2.695,52.229,49.74,40.364,0.01,99.99,0
4757.625,91.845,72.571,8.593,59.884,9.346,2.708,54.096,53.245,41.181,0.01,99.99,0
4757.75,94.941,76.912,8.598,59.884,9.411,2.707,53.369,51.156,45.257,0.01,99.99,0
4757.875,96.508,78.98,8.603,59.648,9.848,2.702,51.816,48.644,47.276,0.01,99.99,0
4758,98.69,82.055,8.609,59.655,11.541,2.692,49.287,44.29,50.375,0.01,99.99,0
4758.125,100.754,83.949,8.603,59.861,13.501,2.683,49.093,42.475,52.343,0.01,99.99,0
4758.25,101.598,84.689,8.597,60.11,14.132,2.68,49.367,42.2,53.124,0.01,99.99,0
4758.375,101.142,84.25,8.587,60.11,14.474,2.675,48.378,40.687,52.66,0.01,99.99,0
4758.5,98.679,81.08,8.582,60.233,14.411,2.67,40.661,34.307,49.38,0.01,99.99,0
4758.625,97.532,78.959,8.579,60.224,14.396,2.668,27.856,28.891,47.255,0.01,99.99,0
4758.75,95.482,74.911,8.574,60.258,14.263,2.664,15.252,16.596,43.351,0.01,99.99,0
4758.875,94.445,73.309,8.577,60.511,14.089,2.663,10.254,11.497,41.859,0.01,99.99,0
4759,93.728,72.399,8.605,61.006,13.813,2.666,5.69,5.902,41.024,0.331,99.99,0
4759.125,97.105,75.084,8.642,61.006,14.112,2.671,5.414,5.42,43.514,0.01,99.99,0
4759.25,99.961,77.339,8.647,61.565,14.51,2.673,6.431,6.604,45.669,0.01,99.99,0
4759.375,103.814,80.216,8.623,61.944,15.439,2.669,12.718,12.879,48.508,0.01,99.99,0
4759.5,101.279,77.777,8.584,61.912,15.79,2.656,26.509,25.793,46.095,0.01,99.99,0
4759.625,97.938,74.868,8.572,61.387,15.543,2.647,35.84,34.457,43.31,0.01,99.99,0
4759.75,90.324,69.638,8.565,61.387,14.461,2.628,56.221,52.73,38.547,1.299,99.99,0.001
4759.875,85.339,68.499,8.564,60.548,13.299,2.612,73.462,75.007,37.55,0.85,99.99,0.001
4760,84.231,69.164,8.563,59.748,12.843,2.605,78.757,85.543,38.131,0.114,99.99,0
4760.125,83.532,70.953,8.562,59.311,12.087,2.595,80.027,91.023,39.716,0.01,99.99,0
4760.25,83.674,73.134,8.564,59.254,11.463,2.591,71.109,78.65,41.697,0.01,99.99,0
4760.375,84.131,74.405,8.566,59.355,11.281,2.593,65.025,71.18,42.876,0.01,99.99,0
4760.5,86.92,77.589,8.57,59.355,11.399,2.602,53.851,57.254,45.912,0.01,99.99,0
4760.625,89.452,79.493,8.572,59.422,11.745,2.608,49.823,51.965,47.785,0.01,99.99,0
4760.75,95.264,83.566,8.571,59.475,12.96,2.622,46.566,46.859,51.941,0.01,99.99,0
4760.875,97.257,84.679,8.569,59.615,14.485,2.632,51.812,51.269,53.114,0.01,99.99,0
4761,95.551,82.819,8.568,59.821,15.036,2.634,58.44,57.842,51.163,0.01,99.99,0
4761.125,86.487,74.192,8.57,60.002,14.728,2.628,83.92,83.259,42.677,0.01,99.99,0
4761.25,72.846,61.614,8.58,60.002,12.602,2.609,133.31,128.2,31.809,1.836,99.99,0.002
4761.375,66.553,55.693,8.586,60.085,11.399,2.596,163.985,154.641,27.244,2.409,77.438,0.003
4761.5,59.552,48.516,8.597,60.093,9.563,2.567,213.855,197.094,22.139,2.664,58.723,0.004
4761.625,61.518,47.948,8.602,60.11,8.76,2.538,223.94,207.327,21.754,2.175,74.102,0.002
4761.75,64.71,47.654,8.603,60.193,8.678,2.525,215.305,201.184,21.555,2.143,77.222,0.002
4761.875,71.938,45.155,8.607,60.193,8.874,2.505,189.906,180.412,19.898,2.595,64.912,0.004
4762,74.989,44.001,8.611,60.363,9.047,2.498,178.708,170.245,19.15,2.922,57.708,0.006
4762.125,77.908,43.812,8.621,60.56,9.328,2.488,159.788,152.484,19.028,3.132,56.24,0.008
4762.25,75.788,44.29,8.629,60.665,9.34,2.485,139.544,133.622,19.336,3.076,62.065,0.007
4762.375,73.635,44.277,8.632,60.489,9.28,2.487,127.391,122.77,19.328,2.99,67.72,0.006
4762.5,70.562,44.745,8.633,59.948,9.334,2.501,97.667,98.984,19.631,2.814,84.879,0.005
4762.625,73.352,51.095,8.624,59.948,9.984,2.529,73.833,75.322,23.922,2.153,99.99,0.002
4762.75,77.656,58.453,8.615,59.264,10.521,2.546,64.602,65.473,29.331,0.799,99.99,0.001
4762.875,90.569,78.396,8.596,58.844,11.867,2.581,52.79,52.403,46.701,0.01,99.99,0
4763,104.017,94.828,8.583,58.996,13.699,2.612,47.697,46.428,64.576,0.01,99.99,0
4763.125,108.83,99.612,8.58,59.62,14.871,2.623,46.824,45.256,70.494,0.01,99.99,0
4763.25,112.813,102.528,8.575,59.62,17.15,2.638,48.422,46.226,74.276,0.01,99.99,0
4763.375,111.368,99.662,8.573,60.353,18.006,2.642,55.186,52.237,70.558,0.01,99.99,0
4763.5,109.648,96.569,8.574,60.884,17.788,2.64,60.342,57.209,66.69,0.01,99.99,0
4763.625,104.627,85.992,8.579,61.164,16.498,2.629,73.866,70.84,54.517,0.01,99.99,0
4763.75,101.146,78.609,8.582,61.282,15.501,2.619,82.319,79.11,46.91,0.01,99.99,0
4763.875,93.203,65.252,8.589,61.274,13.191,2.596,99.855,95.159,34.782,1.759,99.99,0.002
4764,86.664,60.638,8.596,61.274,11.491,2.575,109.226,103.169,31.033,1.769,99.99,0.002
4764.125,84.508,60.676,8.599,61.148,11.121,2.569,108.617,102.546,31.063,1.481,99.99,0.001
4764.25,82.458,61.439,8.601,60.898,11.253,2.565,100.339,94.78,31.669,1.271,99.99,0.001
4764.375,83.099,63.157,8.604,60.576,11.821,2.57,90.428,84.653,33.053,1.106,99.99,0.001
4764.5,84.249,64.899,8.608,60.238,11.97,2.573,85.55,79.667,34.487,0.68,99.99,0
4764.625,87.414,69.305,8.621,60.238,11.932,2.576,74.113,69.143,38.254,0.01,99.99,0
4764.75,90.163,73.42,8.633,59.927,12.125,2.577,62.277,58.882,41.961,0.01,99.99,0
4764.875,91.377,75.564,8.638,59.708,12.535,2.576,57.859,54.991,43.968,0.01,99.99,0
4765,94.355,80.758,8.641,59.644,14.019,2.578,53.943,51.543,49.054,0.01,99.99,0
4765.125,96.162,83.618,8.64,59.78,14.899,2.579,54.601,52.393,51.996,0.01,99.99,0
4765.25,98.64,87.753,8.636,60.099,16.061,2.579,62.343,61.272,56.436,0.01,99.99,0
4765.375,95.86,85.707,8.634,60.099,15.591,2.569,84.807,84.533,54.211,0.01,99.99,0
4765.5,91.803,81.491,8.635,60.542,14.768,2.558,102.651,102.026,49.798,0.01,99.99,0
4765.625,80.043,68.011,8.64,61.05,12.539,2.527,141.72,139.996,37.127,0.356,99.99,0
4765.75,67.934,53.719,8.648,61.568,10.618,2.49,167.248,162.891,25.795,2.391,77.31,0.003
4765.875,63.699,48.972,8.653,62.008,10.07,2.474,169.441,164.963,22.45,3.076,55.69,0.007
4766,61.622,46.545,8.657,62.253,9.919,2.454,159.922,157.21,20.814,3.415,50.348,0.011
4766.125,67.512,50.286,8.651,62.253,10.464,2.454,153.989,152.165,23.356,3.026,59.987,0.007
4766.25,71.795,52.946,8.644,62.252,10.662,2.459,158.877,156.662,25.237,2.65,69.797,0.004
4766.375,78.537,57.224,8.631,62.086,10.605,2.471,188.98,183.243,28.393,1.756,99.99,0.002
4766.5,78.764,57.299,8.626,61.905,10.313,2.479,234.801,221.954,28.45,1.553,99.99,0.001
4766.625,76.524,55.654,8.626,61.794,10.234,2.482,253.957,237.295,27.215,1.823,86.493,0.002
4766.75,70.495,51.835,8.623,61.794,10.114,2.49,264.19,243.15,24.444,2.564,54.803,0.004
4766.875,68.199,50.726,8.621,61.718,9.997,2.499,251.852,231.424,23.663,2.735,51.834,0.005
4767,66.392,50.597,8.622,61.587,9.657,2.528,202.235,188.016,23.573,2.684,60.025,0.005
4767.125,66.774,51.838,8.631,61.357,9.497,2.565,148.575,141.864,24.446,2.471,79.22,0.004
4767.25,67.311,52.815,8.635,61.063,9.585,2.581,128.647,124.56,-9999,-9999,-9999,-9999
4767.375,70.315,56.679,8.637,60.782,10.119,2.602,105.13,103.636,-9999,-9999,-9999,-9999
4767.5,77.6,63.942,8.629,60.782,11.01,2.603,94.868,94.608,-9999,-9999,-9999,-9999
4767.625,82.138,68.343,8.625,60.574,11.494,2.598,91.92,92.301,-9999,-9999,-9999,-9999
4767.75,88.612,75.098,8.622,60.405,12.23,2.582,88.512,89.712,-9999,-9999,-9999,-9999
4767.875,89.665,76.644,8.623,60.185,12.376,2.566,84.88,85.894,-9999,-9999,-9999,-9999
4768,89.312,76.237,8.625,59.886,12.268,2.559,80.931,81.841,-9999,-9999,-9999,-9999
4768.125,89.814,75.629,8.629,59.886,12.024,2.55,67.871,69.157,-9999,-9999,-9999,-9999
4768.25,92.295,74.357,8.626,59.578,12.099,2.549,53.644,55.452,-9999,-9999,-9999,-9999
4768.375,93.864,73.035,8.623,59.366,12.298,2.552,48.567,50.375,-9999,-9999,-9999,-9999
4768.5,97.261,71.105,8.618,59.28,12.928,2.561,44.291,45.963,-9999,-9999,-9999,-9999
4768.625,98.624,70.828,8.616,59.279,13.268,2.566,45.161,47.063,-9999,-9999,-9999,-9999
4768.75,99.204,70.639,8.616,59.317,13.645,2.572,54.538,57.287,-9999,-9999,-9999,-9999
4768.875,97.15,70.477,8.616,59.317,13.206,2.568,76.448,79.374,-9999,-9999,-9999,-9999
4769,95.612,70.875,8.617,59.41,12.765,2.563,91.729,94.454,-9999,-9999,-9999,-9999
4769.125,91.826,72.638,8.624,59.587,11.912,2.55,128.095,129.538,-9999,-9999,-9999,-9999
4769.25,86.54,73.42,8.627,59.823,11.47,2.539,164.545,162.31,-9999,-9999,-9999,-9999
4769.375,83.305,72.41,8.625,60.032,11.395,2.534,177.633,172.986,-9999,-9999,-9999,-9999
4769.5,76.886,67.91,8.617,60.032,11.356,2.53,182.988,175.276,-9999,-9999,-9999,-9999
4769.625,72.384,63.338,8.612,60.101,11.439,2.53,161.282,154.768,-9999,-9999,-9999,-9999
4769.75,71.435,62.105,8.613,60.004,11.581,2.533,145.862,140.763,-9999,-9999,-9999,-9999
4769.875,72.502,61.778,8.617,59.809,12.132,2.544,118.421,115.443,-9999,-9999,-9999,-9999
4770,74.588,62.067,8.62,59.624,12.459,2.551,108.506,106.052,-9999,-9999,-9999,-9999
4770.125,81.749,62.31,8.622,59.516,12.933,2.564,95.466,93.475,-9999,-9999,-9999,-9999
4770.25,88.952,61.749,8.623,59.516,13.125,2.575,87.473,85.819,-9999,-9999,-9999,-9999
4770.375,90.925,61.387,8.624,59.482,13.184,2.579,84.14,82.838,-9999,-9999,-9999,-9999
4770.5,91.808,61.153,8.624,59.476,13.347,2.588,77.899,77.976,-9999,-9999,-9999,-9999
4770.625,91.582,62.128,8.624,59.485,13.554,2.599,73.357,75.081,-9999,-9999,-9999,-9999
4770.75,91.868,63.454,8.625,59.521,13.605,2.605,72.382,74.627,-9999,-9999,-9999,-9999
4770.875,92.448,67.414,8.629,59.521,13.415,2.613,73.317,75.702,-9999,-9999,-9999,-9999
4771,92.564,71.975,8.632,59.593,12.896,2.616,76.928,78.985,-9999,-9999,-9999,-9999
4771.125,92.558,74.204,8.632,59.699,12.725,2.616,79.657,81.568,-9999,-9999,-9999,-9999
4771.25,92.19,77.738,8.629,59.831,12.746,2.61,88.018,89.205,-9999,-9999,-9999,-9999
4771.375,91.122,79.813,8.631,59.989,12.906,2.599,99.223,98.976,-9999,-9999,-9999,-9999
4771.5,90.019,80.011,8.632,60.168,12.906,2.592,104.44,103.537,-9999,-9999,-9999,-9999
4771.625,85.721,77.425,8.628,60.168,12.761,2.574,111.546,109.829,-9999,-9999,-9999,-9999
4771.75,82.681,74.649,8.621,60.32,12.643,2.565,112.873,110.932,-9999,-9999,-9999,-9999
4771.875,77.576,69.403,8.607,60.348,12.208,2.553,109.568,107.806,-9999,-9999,-9999,-9999
4772,77.564,68.678,8.599,60.192,11.546,2.55,98.74,98.463,-9999,-9999,-9999,-9999
4772.125,79.236,69.691,8.599,59.893,11.303,2.553,92.613,93.367,-9999,-9999,-9999,-9999
4772.25,82.875,71.246,8.601,59.571,11.33,2.562,85.495,87.943,-9999,-9999,-9999,-9999
4772.375,85.773,71.668,8.603,59.571,11.824,2.572,90.166,93.979,-9999,-9999,-9999,-9999
4772.5,86.908,71.763,8.603,59.363,11.944,2.575,98.181,102.895,-9999,-9999,-9999,-9999
4772.625,86.28,69.212,8.603,59.385,11.594,2.575,132.614,139.792,-9999,-9999,-9999,-9999
4772.75,79.997,61.014,8.603,59.696,10.92,2.563,209.96,217.896,-9999,-9999,-9999,-9999
4772.875,76.05,56.881,8.602,60.265,10.651,2.553,270.708,274.947,-9999,-9999,-9999,-9999
4773,70.037,52.744,8.602,60.265,10.232,2.528,415.521,398.401,-9999,-9999,-9999,-9999
4773.125,67.785,52.269,8.601,60.935,10.048,2.515,470.885,441.498,-9999,-9999,-9999,-9999
4773.25,62.761,50.934,8.614,61.464,9.787,2.491,475.301,439.722,-9999,-9999,-9999,-9999
4773.375,59.22,49.455,8.593,61.656,9.668,2.476,348.942,333.56,-9999,-9999,-9999,-9999
4773.5,59.903,50.467,8.591,61.478,9.573,2.473,274.152,269.545,-9999,-9999,-9999,-9999
4773.625,66.446,57.674,8.593,61.044,9.261,2.478,167.582,171.454,-9999,-9999,-9999,-9999
4773.75,75.039,67.288,8.597,61.044,9.103,2.495,121.305,124.269,-9999,-9999,-9999,-9999
4773.875,78.203,70.549,8.597,60.479,9.182,2.508,110.232,113.583,-9999,-9999,-9999,-9999
4774,81.32,73.164,8.596,59.872,9.576,2.534,104.836,109.197,-9999,-9999,-9999,-9999
4774.125,81.403,72.736,8.594,59.312,10.096,2.557,118.688,123.137,-9999,-9999,-9999,-9999
4774.25,80.45,71.302,8.594,58.927,10.352,2.565,130.773,133.809,-9999,-9999,-9999,-9999
4774.375,75.834,64.884,8.595,58.927,10.61,2.571,161.455,154.299,-9999,-9999,-9999,-9999
4774.5,68.942,56.102,8.595,58.83,10.283,2.564,171.295,162.834,-9999,-9999,-9999,-9999
4774.625,65.784,52.436,8.594,59.035,9.985,2.557,167.535,160.038,-9999,-9999,-9999,-9999
4774.75,61.85,48.275,8.591,59.453,9.512,2.538,151.108,145.245,-9999,-9999,-9999,-9999
4774.875,61.018,47.602,8.59,59.961,9.458,2.528,142.935,136.915,-9999,-9999,-9999,-9999
4775,60.464,47.621,8.591,60.457,9.739,2.509,130.489,122.729,-9999,-9999,-9999,-9999
4775.125,60.852,48.805,8.593,60.457,10.291,2.497,118.6,109.669,-9999,-9999,-9999,-9999
4775.25,61.747,50.265,8.595,60.854,10.547,2.494,111.555,102.449,-9999,-9999,-9999,-9999
4775.375,65.824,55.509,8.599,61.095,10.835,2.497,96.044,87.021,-9999,-9999,-9999,-9999
4775.5,72.677,62.588,8.598,61.167,11.006,2.514,82.025,73.255,-9999,-9999,-9999,-9999
4775.625,76.406,66.157,8.597,61.08,11.171,2.525,76.958,68.171,-9999,-9999,-9999,-9999
4775.75,82.903,72.659,8.594,61.08,11.708,2.552,72.381,62.845,-9999,-9999,-9999,-9999
4775.875,86.207,76.694,8.592,60.845,12.204,2.577,74.046,62.913,-9999,-9999,-9999,-9999
4776,86.123,77.091,8.592,60.473,12.254,2.587,75.552,63.69,-9999,-9999,-9999,-9999
4776.125,83.874,75.918,8.592,60.002,11.854,2.603,75.716,63.638,-9999,-9999,-9999,-9999
4776.25,83.328,75.764,8.592,59.515,11.557,2.61,73.69,62.193,-9999,-9999,-9999,-9999
4776.375,85.802,77.941,8.592,59.13,11.29,2.623,67.435,57.542,-9999,-9999,-9999,-9999
4776.5,89.396,80.22,8.591,59.13,11.712,2.633,63.885,54.804,-9999,-9999,-9999,-9999
4776.625,89.888,80.079,8.591,58.969,12.057,2.637,64.845,55.868,-9999,-9999,-9999,-9999
4776.75,87.973,76.509,8.593,59.119,12.46,2.635,74.927,66.805,-9999,-9999,-9999,-9999
4776.875,82.547,67.867,8.593,59.576,12.04,2.619,106.113,97.052,-9999,-9999,-9999,-9999
4777,77.932,62.196,8.592,60.236,11.555,2.605,132.266,119.859,-9999,-9999,-9999,-9999
4777.125,65.248,50.959,8.593,60.921,10.352,2.566,186.115,164.682,-9999,-9999,-9999,-9999
4777.25,54.628,43.553,8.597,60.921,9.341,2.522,198.044,175.972,-9999,-9999,-9999,-9999
4777.375,52.771,42.238,8.598,61.451,9.056,2.503,182.298,164.272,-9999,-9999,-9999,-9999
4777.5,56.87,45.322,8.595,61.703,9.047,2.478,132.509,123.479,-9999,-9999,-9999,-9999
4777.625,67.156,52.297,8.591,61.643,9.681,2.474,96.981,89.955,-9999,-9999,-9999,-9999
4777.75,72.417,55.58,8.591,61.307,10.139,2.479,88.605,80.991,-9999,-9999,-9999,-9999
4777.875,80.078,60.665,8.591,61.307,11.172,2.498,85.548,76.565,-9999,-9999,-9999,-9999
4778,82.379,62.734,8.591,60.791,11.658,2.508,89.799,79.631,-9999,-9999,-9999,-9999
4778.125,85.632,66.486,8.591,60.268,12.138,2.524,105.734,91.929,-9999,-9999,-9999,-9999
4778.25,87.362,69.098,8.591,59.928,11.652,2.532,118.828,103.356,-9999,-9999,-9999,-9999
4778.375,86.666,69.446,8.59,59.857,11.214,2.533,120.613,106.009,-9999,-9999,-9999,-9999
4778.5,81.103,67.828,8.59,59.971,10.532,2.533,117.676,106.011,-9999,-9999,-9999,-9999
4778.625,74.059,64.594,8.595,59.971,10.226,2.533,116.132,105.463,-9999,-9999,-9999,-9999
4778.75,71.508,63.099,8.598,60.089,10.135,2.533,117.82,107.118,-9999,-9999,-9999,-9999
4778.875,68.389,60.725,8.6,60.098,10.072,2.537,126.688,116.109,-9999,-9999,-9999,-9999
4779,65.642,57.835,8.596,60.02,10.205,2.542,140.025,129.615,-9999,-9999,-9999,-9999
4779.125,63.821,55.837,8.593,59.941,10.254,2.545,144.646,134.424,-9999,-9999,-9999,-9999
4779.25,60.055,51.86,8.586,59.941,10.066,2.549,139.175,131.197,-9999,-9999,-9999,-9999
4779.375,59.845,51.227,8.578,59.892,9.649,2.556,112.773,109.243,-9999,-9999,-9999,-9999
4779.5,62.327,52.849,8.575,59.86,9.541,2.561,96.828,95.346,-9999,-9999,-9999,-9999
4779.625,72.059,57.727,8.574,59.836,9.859,2.573,69.624,72.557,-9999,-9999,-9999,-9999
4779.75,78.012,59.482,8.574,59.843,10.329,2.58,62.033,65.61,-9999,-9999,-9999,-9999
4779.875,88.726,61.686,8.571,59.921,11.661,2.59,56.816,60.96,-9999,-9999,-9999,-9999
4780,95.115,63.705,8.567,59.921,12.743,2.592,63.679,68.372,-9999,-9999,-9999,-9999
4780.125,96.108,64.453,8.568,60.066,12.923,2.59,71.23,75.94,-9999,-9999,-9999,-9999
4780.25,93.725,64.935,8.572,60.214,12.58,2.58,90.258,94.176,-9999,-9999,-9999,-9999
4780.375,87.547,66.063,8.575,60.235,11.768,2.568,104.534,107.413,-9999,-9999,-9999,-9999
4780.5,84.331,66.577,8.574,60.008,11.336,2.562,107.444,110.067,-9999,-9999,-9999,-9999
4780.625,80.304,66.944,8.571,60.008,10.574,2.557,106.999,109.625,-9999,-9999,-9999,-9999
4780.75,81.537,69.123,8.569,59.505,10.124,2.561,105.435,108.531,-9999,-9999,-9999,-9999
4780.875,83.09,70.974,8.568,58.836,10.05,2.568,106.248,109.828,-9999,-9999,-9999,-9999
4781,82.74,71.423,8.565,58.176,10.184,2.586,113.43,117.439,-9999,-9999,-9999,-9999
4781.125,79.874,69.576,8.563,57.662,10.29,2.596,119.417,122.917,-9999,-9999,-9999,-9999
4781.25,72.314,64.235,8.561,57.374,10.451,2.613,129.695,131.533,-9999,-9999,-9999,-9999
4781.375,69.474,62.365,8.56,57.374,10.511,2.624,127.829,129.515,-9999,-9999,-9999,-9999
4781.5,70.658,63.502,8.56,57.321,10.583,2.628,121.705,124.059,-9999,-9999,-9999,-9999
4781.625,75.451,67.33,8.562,57.476,10.94,2.637,105.209,108.653,-9999,-9999,-9999,-9999
4781.75,80.438,69.411,8.563,57.773,11.622,2.648,89.406,92.396,-9999,-9999,-9999,-9999
4781.875,82.523,69.035,8.563,58.09,12.014,2.653,81.948,84.613,-9999,-9999,-9999,-9999
4782,84.582,66.147,8.564,58.09,12.705,2.662,68.224,70.602,-9999,-9999,-9999,-9999
4782.125,84.522,63.432,8.565,58.291,12.979,2.671,58.599,60.881,-9999,-9999,-9999,-9999
4782.25,84.427,62.848,8.566,58.314,12.898,2.676,55.909,58.344,-9999,-9999,-9999,-9999
4782.375,84.5,62.794,8.567,58.196,12.528,2.684,55.644,59.069,-9999,-9999,-9999,-9999
4782.5,84.174,63.686,8.567,58.017,12.218,2.687,64.599,69.027,-9999,-9999,-9999,-9999
